doc_id,text,doc_date
103,"A szappanopera vége: Mattháus távozik
Munkatársunktól
labdarúgó-válogatott 
L othar Mattháus, a magyar 
volt 
szövetségi kapitánya kedden este 
az MTI-nek még cáfolta, ám teg­
nap már megerősítette, hogy az 
Atletico Paranaense csapatánál 
folytatja edzői pályafutását. A né­
met válogatott egykori kitűnősége 
elmondása szerint kedden késő 
este vitatta meg ügyvédjével a bra­
zil klub szerződéstervezetét, s csak 
azt követően írta alá a kontrak­
tust. Mattháus ugyanakkor a Bild 
tegnapi számában már jelezte, 
csábítónak találja a visszatérést a
napi munkához, ráadásul a világ­
bajnok országában. A német lap 
beszámolója szerint Mattháus elő­
ször egyedül költözik Budapestről 
Brazíliába, felesége, Marijana és a 
gyerekek csak a nyári vb után kö­
vetik. Mattháus a dpa német hír- 
ügynökségnek elmondta, hogy 
nagyon szereti Budapestet, ezért 
magyarországi lakását nem adja 
el, és elképzelhetőnek tartja, hogy 
egy év elteltével visszatér a ma­
gyar fővárosba. -  Ha rendeződik 
a magyar futball helyzete, szívesen 
visszatérek, hogy tudásommal se­
gítsek - közölte az edző.
Bővebben a 20. oldalon",2006-01-12
104,"Gáztároló magántőkéből
A földgáz stratégiai készletezéséről 
szóló törvény elfogadása után 
pályázatot írnak ki a stratégiai 
földgáztároló megépítésére. 
Hatvani György, a gazdasági 
tárca helyettes államtitkára 
elmondta: a megvalósítást ma­
gánvállalkozók bevonásával, 
PPP-konstrukció keretében 
tervezik. (MTI)",2006-01-12
105,"Ismétlésre utasított Brüsszel
Szeptember elsejéig újra kell írni a korm ány megbukott felzárkózási programját
Megbukott a magyar felzárkó­
zási program, ismétlésre utasí­
totta tegnap hazánkat az Euró­
pai Bizottság. Brüsszelben nem
tartják hitelesnek a magyar
kormány által decemberben
benyújtott jelentést. A bizottság
érdemi intézkedésekre szólítot­
ta fel a Gyurcsány-kormányt
annak érdekében, hogy az EU-
ban legmagasabbnak számító
magyar hiány csökkenjen.
í Szabó Észter- L ovas István____
F olytatódott a magyar költség- 
vetés vesszőfutása Brüsszel­
ben: az Európai Bizottság (EB) - 
amely egyedül hazánk felzárkóz­
tatási programját nem fogadta el 
-  az eddiginél hitelesebb felzár­
kózási pálya megtervezésére uta­
sította tegnap hazánkat, mivel a 
magyar kormány által december­
ben benyújtott program a testület 
megítélése szerint nem tartalmaz 
konkrét hiánycsökkentő lépése­
ket. Az átdolgozott programot 
szeptember elsejéig kell elkészíte­
nie hazánknak, és az új jelentés­
nek tartalmaznia kell az állam-
háztartás rendbetételére irányuló 
intézkedéseket, az EB szerint 
ugyanis csak így tehető hitelessé a 
büdzsé konszolidációja. A testület 
egyúttal 
felszólította a Gyur­
csány-kormányt, 
tegye meg a 
szükséges lépéseket annak érdé-
kében, hogy az idei esztendőre és 
a további évekre meghatározott 
államháztartási célkitűzéseit tel­
jesíteni tudja.
A hiánycélok évek óta tartó túl­
lépésével kapcsolatban a brüsszeli 
jelentés úgy fogalmaz: a múltbeli
teljesítmények alapján a program­
ban előre jelzettől eltérően is ala­
kulhat a költségvetés, s „a terve­
zettnél rosszabb államháztartási 
kimenetel valószínű”.
[ M e g b u k t u n k . . . ]  Folytatása 13., 
VEZÉRCIKK A 7. OLDALON >",2006-01-12
106,"Isztambulban szabadon engedték Mehmet Ali Agcát, II. János Pál merénylőjét.",2006-01-13
107,Több ponton jogsértést állapítottak meg a mentők helikoptertenderében.,2006-01-13
108,"Kómaközelben van a kislány
Nem sikerült megfelelő do­
nort találni annak a négyéves
kislánynak, akin hazánkban
először végeztek élő donoros
májátültetést. Az édesapjától
kapott szerv nem működik, s
a gyermek kóma közeli álla­
potba került.
 Munkatársainktól_____________
F olytatódik a külföldi és a hazai 
donorkeresés -  közölte la­
punkkal Borsi József. A Hungaro- 
transplant Kht. 
igazgatója el­
mondta: két hazai agyhalottról is 
érkezett jelentés, amióta a kislány 
szerdán ismét sürgősségi várólis­
tára került, ám egyikük vércso­
portja sem volt azonos Rebekáé­
val. így a májakat más betegek 
kapták meg. Az egyik donornak - 
egy 17 éves lánynak -  egyébként 
hat szervét sikerült felhasználni, 
erre eddig csak egyszer akadt pél­
da Magyarországon.
[V álsá go s. .. ]  Fo lytatása 17. oldalon >",2006-01-13
109,"Szombati magazinunk tartalmából
KÉT EMBERÖLTŐ MÚLTÁVAL
Dokumentumsorozattal emlékezünk meg az 
ötvenedik évfordulón az 1956-os forradalom 
és szabadságharcról
MAGYAR TARKA
Állami segítség híján a gazdálkodók csak 
magukra számíthatnak
ÉLT NÉGY ÉVET
Kerekasztal-beszélgetés Erdély második vi­
lágháborús harcairól",2006-01-13
110,Schmidt Mária szerint a mai magyar kulturális kormányzat rombolja az értékeket.,2006-01-13
111,Tíz forint körüli benzináremelésre számíthatunk a jövőhéten.,2006-01-13
112,"Megtévesztő Amőba-kampány
Baloldali aktivisták akarták félrevezetni a nyugdíjasokat • Szűrővizsgálat agitációval
Az Egészségügyi Minisztérium dolgozóinak adta ki magát két sze­
mester lévén ezután elutasítot­
mély, és arra kérték Trizs település polgármesterét, biztosítson he­
tam -  fakadt ki Demeter Gyula. 
lyet egy idősek számára végzendő szűrővizsgálathoz. Akkor derült
Hozzátette: felháborítónak tartja, 
ki, hogy az illetők nem a tárca, hanem az Alapítvány a Modern Bal­
hogy egyes politikai erők így pró­
oldalért (Amőba) munkatársai, amikor a szervezet szórólapjait
bálnak az emberek bizalmába 
szerették volna a település nyugdíjasaihoz a hivatal segítségével el­
férkőzni.
juttatni. Az alapítványt Gyurcsány Ferenc, Hiller István és Lendvai
Ildikó hozta létre 2005 februárjában.
munkatársai, és azt kérdezték, 
hogy tudnék-e helyet biztosítani 
egészségügyi szűrővizsgálathoz, 
amelyet a nyugdíjas korú lakos­
ság vehetne igénybe - emlékezett 
vissza a 
történtekre Demeter 
Gyula. A település első embere 
azt mondta, nagyon megörült a 
kínálkozó lehetőségnek, mert az 
ingyenes vizsgálat jó szolgálatot 
tehet a helyi időseknek. A jóked­
vét az vette el, amikor a szóróla­
pon meglátta az Amőba lógóját. 
-  Kérésüket független polgár-
Megkerestük az Egészségügyi 
Minisztériumot, ahol érdeklődé­
sünkre azt közölték, nincs tudomá­
suk arról, hogy a tárca alá tartozó 
bármely intézmény hasonló vizsgá­
latot végezne idősek körében.
[M eg tévesztő...]  Folytatás a 3.
VEZÉRCIKK A 7. OLDALON >",2006-01-13
113,"Egyre több csőd hazánkban
T avaly csaknem  hat százalékkal 
Hunyor  F.rna__________________
nőtt  a  fizetésképtelenné  vált 
hazai cégek száma 2004-hez képest 
-  derül ki a Coface Hungary elem­
zéséből. E szerint a vállalatok tulaj­
donosai  által  kezdeményezett  cég­
megszüntetések, a végelszámolások 
száma kiugróan, több mint  11  szá­
zalékkal emelkedett.
Látványos  volt  a  romlás  Fejér 
megyében, ahol 57 százalékkal több
vállalat került bajba, mint egy évvel ■ 
korábban. Leginkább az élelmiszer­
es textiliparra, az építőipari kivitele­
zőkre, illetve a Hajdú-Bihar, Nógrád 
és Csongrád megyei cégekre „jár rá 
a rúd”. Bár szigorúan véve a három 
eljárástípus  -   csőd,  felszámolás, 
végelszámolás  -   közül  csak  a  cső­
dök jelentenek végleges fizetéskép­
telenséget, a gyakorlat alapján a fel-, 
számolás  alá  kerülő cégeknél  is el­
hanyagolhatóan alacsony a hitelezői 
megtérülés lehetősége.",2006-01-13
114,"MSZP-s rokonok Szegeden
Nevük elhallgatását kérő ügyfe­
lek sérelmezik, hogy nehezen
különíthetők el Szegeden a me­
zőgazdasági hivatal és az MSZP
közös folyosón működő irodái.
Mindkét helyen megtalálhatjuk
a Géczi család tagjait.
: I Munkatársainktól______________
A Mezőgazdasági és Vidékfej­
lesztési Hivatal Csongrád me­
gyei kirendeltségének irodái egy L 
alakú folyosó két oldalán helyez­
kednek el, közéjük ékelődve pedig 
MSZP-s irodák húzódnak meg, így 
valóban könnyű eltéveszteni az aj­
tót, főként, hogy akad olyan útbai­
gazító nyíl, amely rossz irodára mu­
tat. A zavart egyéb tényezők is fo­
kozhatják. Az MSZP-s irodák egyi­
kében dolgozik ugyanis Géczi József
Alajos Csongrád megyei szocialista 
honatya. A szomszédos hivatal ve­
zetője pedig nem más, mint a kép­
viselő bátyjának felesége, Géczi
Lajosné, akinek beosztottja köz- 
tisztviselőként ifjabb Géczi József
az MSZP-s politikus fia. A Géczi fiú 
egyébként a 2002-es kormányvál­
tást követően került a Nemzeti Vi­
dékfejlesztési Hivatal fővárosi köz­
pontjába, majd a szegedi kirendelt­
ségre. Géczi József öccse, Géczi Ti­
bor pedig Szegeden, a szocialista 
vezetésű Csongrád megyei önkor­
mányzat központi hivatali épületé­
ben dolgozik gondnokként.
[R okonok...]  Folytatás a 4. oldalon >",2006-01-13
115,"Búcsú Baróti Lajostól
Több százan tisztelegtek a legendás kapitány emléke előtt
Tegnap  délután  a  kelenföldi  Szent Gellért-plébániatemplomban  vettek végső  búcsút  Baróti  Lajostól, a
magyar  labdarúgó-válogatott  legendás  szövetségi  kapitányától, aki  december 23-án, életének 92. évé­
ben  hunyt el. A búcsúztatáson több százan vettek részt, többek között Orbán Viktor volt miniszterelnök,
a Fidesz -  Magyar Polgári Szövetség elnöke és Ábrahám Attila, a Nemzeti Sporthivatal elnöke.
Megemlékezés a 6. oldalon ",2006-01-13
116,"Aláírták a Fidesz és a KDNP szövetségét
Megkötötte az országgyűlési és az önkormányzati választásokra
szóló együttműködési megállapodását a Fidesz és a KDNP. Orbán
Viktor Fidesz-elnök kijelentette: egyetértenek abban, hogy meg
kell fékezni a vadkapitalista gondolkodásmódot Magyarországon.
T árori Garrif.i.i.a__________ _ _
O rbán Viktor és Semjén Zsolt
tegnap aláírta a Fidesz és a 
Kereszténydemokrata Néppárt 
(KDNP) választási együttműködé­
séről szóló megállapodását. Ennek 
értelmében a két párt az egyéni vá­
lasztókerületekben és a területi, il­
letve országos listákon közös jelöl­
teket állít az országgyűlési választá­
sokon, és közösen is kampányol- 
nak. A megegyezés emellett kitér az 
idei önkormányzati választásra: itt 
szintén közös jelöltekkel méretik 
meg magukat, illetve közösen állít­
ják a főpolgármester-jelöltet is.
[A láírták...!  Folytatás a 3. oldalon >",2006-01-13
117,Egyévi nemzeti támogatástól fosztotta meg az agráriumot a kormány.,2006-01-16
118,Heltai András volt külföldi tudósító szerint ebben a beosztásban jelenteni kellett.,2006-01-16
119,"Az E.ON Irántól venne földgázt
Németország vezető közüzemi szol­
gáltatója, a Mól Rt. gázüzlet­
ágát megvásároló E.ON Irántól
szeretne földgázt venni - írta a
Handelsblatt a társaság vezér-
igazgatóját idézve. Wulf Berno­
tat szerint egyelőre kétséges,
hogy egy ilyen projekt tető alá
hozható jelenleg Iránban, de
úgy véli, mindenképpen jelezni
kell az együttműködési szándé­
kot. A lehetséges megoldásnak
változatlanul a Nabucco veze­
ték megépítését tartja, amely
Iránból szállítana földgázt Eu­
rópába. Iráni földgáz beszerzé­
se révén az E.ON a jövőben ke­
vésbé függene az orosz gázszál­
lításoktól - hangsúlyozta
Bernotat. (MTI)
",2006-01-16
120,"Kampánytempóban a pártok
Gyurcsány: Sértőt sem szóban, sem  írásban, sem könyvben ne kövessetek el!

 M u n k a t á r s u n k t ó l ______________
A köztársasági elnök várhatóan
csütörtökön jelenti be a tavaszi
országgyűlési választások időpont­
ját, de a pártok gyakorlatilag már
kampánytempóban dolgoznak. Er­
re utal, hogy a hét végén a Fidesz
önálló női kampányt hirdetett, míg
az MSZP vezető politikusai évad­
nyitó rendezvényen vázolták üzene­
teiket a választóknak. - Győzni aka­
runk tavasszal, hogy megalakulhas­
son a második Gyurcsárty-kor-
mány, amely végigviheti az igazsá­
gos Magyarország megteremtésé­
nek programját - szólt lelkesítő
szándékkal a szocialistákhoz H i l l e r
I s t v á n  pártelnök a fővárosi Bour­
bon Rendezvényházban. Többek
között hataloméhesnek, fenyegető­
nek, harciasnak nevezte a politikai
ellenfelet. Mindezek után G y u r ­
c s á n y  F e r e n c  miniszterelnök arra
kérte az MSZP-seket, hogy a kam­
pány során „alávalót és durvát,
igaztalant és hamist, személyesen
bántót és tisztességben sértőt sem
szóban, sem írásban, sem újságban,
sem könyvben ne kövessetek el,
mert az országnak nem erre van
szüksége”. A kormányfő szerint a
közelgő parlamenti választás nem
Gyurcsány Ferenc és O r b á n  V i k t o r 
személyes csatája, hanem arról szól,
„halljuk-e a nyugdíjasoknak, a
gyermekes családoknak, a munkát
keresők százezreinek és a több bért
akaróknak a hangját”.
- A luxusbaloldal nem akar vál­
tozást, nem akarja meghallani az
emberek hangját. Öndicsérő vá­
lasztási kampányrendezvényükön
sem foglalkoztak a Magyarország
előtt álló kihívásokkal, csupán saját
magukkal, a „párttal” és a kam-.
pánnyal - értékelt R é v é s z  M á r i u s z , 
a Fidesz szóvivője. A legnagyobb el­
lenzéki párt egy szombati konfe­
rencián bejelentette: önálló női
kampányt indít, mert szeretné elér­
ni a klasszikus női szerepkör rang­
jának visszaállítását, ismét vonzóvá
kívánja tenni az anyai hivatást, és
célul tűzte ki, hogy a gyermekválla­
lás ne legyen azonos a szegénység
vállalásával.
T o v á b b ia k a 3., v e z é r c ik k a 7. oldalon",2006-01-16
121,"Magánnyomozó cégben Kende Péter
A Fidesz elnökét lejárató könyvek szerzője volt titkosszolgálati em berekkel dolgozik
A titkosszolgálatokról és Orbán Viktorról is előszeretettel köny­
vet író Kende Péter magánnyomozó vállalkozást működtet a
Nemzetbiztonsági Hivatal alapító főigazgatójával, Nagy Lajossal
-  derül ki a cégbírósági adatokból. A volt áílambiztonsági tiszt
egyébként köztudomásúan baráti kapcsolatot ápol ifjabb Apró
Antallal, Gyurcsány Ferenc kormányfő rokonával. Nagy Lajos és
ifjabb Apró Antal együtt alapították a szintén magánnyomozás­
ra és biztonsági tevékenységre szakosodott S-Komplex Kft.-t.
_ V il l á n y i K á r o l y_
Hibiszkusz Kft. - ez a társaság
adta ki a Viktor, Az igazi Or­
bán és a Titkos magyar szolgála­
tok című könyvet. A három kötet­
ben az a közös, hogy mindegyiket
K e n d e  P é t e r  írta. A cégbírósági
adatokból kiderül, hogy a Kende
család érdekeltségébe tartozó Hi­
biszkusz Kft. 2003 közepétől je­
lentős befolyással bír egy olyan
Kende Péter
gazdasági társaságban, amely
magánnyomozói tevékenységet is
folytat. A B. S. Magánnyomozó,
Biztonsági Tanácsadó és Szolgál­
tató Kft.-ben ugyancsak tulajdon-
résszel bír N a g y  L a j o s , aki a rend­
szerváltozáskor létrehozott Nem­
zetbiztonsági Hivatal első főigaz­
gatójaként vonult be a köztudat­
ba. Nagy Lajos egyébként 1983-
tól a III/I-es csoportfőnökség -
vagyis a hírszerzés - New York-i
rezidensének helyettese volt.
(M agánnyom ozó...]
Folytatás a 3. oldalon >",2006-01-16
122,"Célját tévesztette a Cl A gyilkos akciója
HÍRÖSSZEFOGLALÓ
T öbb ezer ember tüntetett
tegnap Pakisztán városaiban
az Egyesült Államok, valamint a
dél-ázsiai ország elnöke, P e r v e z 
M u s a r r a f ellen, miután pénteken
az amerikai Központi Hírszerző
Ügynökség (CIA) által elrendelt
légicsapás következtében tizen­
nyolc ember veszítette életét az
afgán határ mellett fekvő falu­
ban, Damadolában. A támadás­
ban meghalt nyolc férfi, öt nő és
öt gyermek.
A legnagyobb demonstrációra
Karacsi városában került sor,
ahol tízezren vonultak fel. „Halál
Amerikára!”, „Halál az amerikai
agresszióra!”, „Ne bombázzanak
ártatlan embereket!” - skandálta
a tömeg. Emellett egész napos
felvonulások voltak Lahorban,
Iszlámábádban-és Pesavárban. A
tüntetők nagy része az államfőt is
megvádolta, amiért az nem tett
eleget az amerikai légicsapások
elhárítása ellen. A demonstrációt
szervező Amerika-ellenes iszla-
mista csoportok koalíciójának
egyik vezetője szerint a történtek
után Musarrafnak le kellene
mondania. „A hadsereg nem ké­
pes megvédeni országunkat az ő
vezetése alatt” - mondta G h a f u r 
A h m e d .
[CÉLT ...]
F olytatás a 8. oldalon >",2006-01-16
123,A kultúra tragikus anyagi helyzetéről beszél Simonffy Márta textilművész.,2006-01-16
124,"Benyújtotta lemondását a Szaddám Húszein perét tárgyaló, kurd nemzetiségű bíró.",2006-01-16
125,"Orbán Viktor a patrióta gazdaságról
Új gazdaságot, államot és poli­
tikát hirdetett meg Orbán Vik­
tor a gazdasági konzultáció
tegnapi összegző ülésén, ahol
a pártelnök az adóterhek
csökkentésének, az adózás
egyszerűsítésének, a hazai kis-
és középvállalkozások meg­
erősítésének új, nemzetvédő
gazdaságpolitikáját hirdette
meg. A Fidesz elnöke tartha­
tatlannak nevezte, hogy a ma­
gyar gazdaság jelenleg száz fo­
rint új érték előállításához 150
forint hitelt vesz fel.
S7ARÖ F.S7.TF.R________ ,_______________
L ejárt az az idő, amikor pártköz­
pontok készítik el a gazdaság-
politikát, majd annak létjogosultsá­
gáról próbálják meggyőzni az üzleti
életet - jelentette ki tegnap O r b á n 
V i k t o r a gazdasági konzultáció több
mint féléves munkájának összegző
rendezvényén. A hazai gazdasági
élet szereplőivel történt egyeztetése­
ket értékelve a Fidesz elnöke hang­
súlyozta: a magyar állam jelenleg
sem a magyar vállalkozásokat, sem
pedig a magyar termékeket nem vé­
di, jóllehet a munkahelyek hetven
százalékát éppen a hazai kis- és kö­
zépvállalkozások biztosítják. Mint
fogalmazott, a magyar gazdaság je­
lenleg nem áll a saját lábán, csak­
nem 700 ezer embernek ugyanis an­
nak ellenére nincs állandó munkája,
hogy szeretne dolgozni. Hazánk
gyorsuló eladósodásával kapcsolat­
ban a volt miniszterelnök tarthatat­
lannak nevezte, hogy a magyar gaz­
daság száz forint előállításához 150
forint hitelt vesz fel.
[O r b á n ... ]  F o lytatá sa 1 1 .o ld a lon>
",2006-01-16
126,"Szavazhatnak a jeruzsálemiek
Egyhangúlag jóváhagyta az izraeli
kormány a Kelet-Jeruzsálem-
ben élő palesztinok részvételét
a január 25-i palesztin parla­
menti választásokon, megnyit­
va az utat a szavazás tervezett
időpontban való megtartása
előtt. Megtiltotta viszont a ka­
binet a palesztin választásokon
első ízben induló radikális pa­
lesztin szervezet, a Hamász
részvételét a kelet-jeíuzsálemi
választásokon, ahol az összesen
132 parlamenti mandátum kö­
zül kilenc sorsáról fognak dön­
teni a választók. (MTI)",2006-01-16
127,"Találtak donort a kislánynak
ZiVKOvics Natái ia __________
Külföldön sikerült donort találni
annak a négyéves kislánynak,
akin Magyarországon először haj­
tottak végre élő donoros májátülte­
tést, sajnos sikertelenül. Az új szén'
repülőgéppel, tegnap délután ér­
kezett Ferihegy 1-re, lapzártakor a
beültetés utolsó fázisa zajlott, és ak­
kor úgy tűnt: működik az új máj.
Szombat éjfélkor kapott hivata­
los jelzést a magyarországi szervát­
ültetéseket koordináló Hungaro-
transzplant Kht. arról, hogy K. Re­
bekáéval azonos, 0-s vércsoportú,
agyhalott donort találtak külföldön
- mondta B o r s i J ó z s e f , a kht. igazga­
tója. Hozzátette: a donor az Euro-
transplant nemzetközi szervcsere-
szervezet valamely tagországából,
azaz Németországból, Ausztriából,
Szlovéniából vagy á Benelux álla­
mokból való, de azt nem mondhat­
ják meg, hogy pontosan melyikből.
A nemzetközi szervezet szabályzata
ugyanis tiltja, hogy részletes infor­
mációt adjanak az agyhalottról.
[K ülföld i. . . ]  Folytatás a 17. oldalon >",2006-01-16
128," Sokan ígérték, de senki sem tudja, mikor jön hozzánk is a clevelandi rockkiállítás.",2006-01-17
129,"Kiválasztották azt a diákot, akinek a nevében per indul a Havas-iskola ellen.",2006-01-17
130,"A konzervatív Merkel más hangot üt meg Putyinnal,mint elődje.",2006-01-17
131,Kóka az egykulcsos adó mellett: vitát okozhat a koalícióban a miniszter felvetése.,2006-01-17
132,"Meghalt Rebeka
g ; Z iv k o v i c s  N a t á l ia
Nem sokkal hat óra előtt tegnap
este meghalt a két májátülte­
tésen átesett négyéves kislány.
J á r a y J e n ő , a Semmelweis Egyetem
Transzplantációs Klinikájának ve­
zetője azt közölte, hogy halálát sú­
lyos tüdővérzés okozta.
A gyermek volt az első beteg
Magyarországon, akin élődonoros
májátültetést hajtottak végre, saj­
nos sikertelenül. Először édesapja
bal májlebenyét ültették a testébe,
majd amikor kiderült, hogy az nem
működik, az Eurotransplant nem­
zetközi szervcsereszervezet segítsé­
gével agyhalott donort kerestek. A
második, vasárnapi operáció után
még azt mondták: az új máj bein­
dult, a kislány állapota kielégítő.
R á c z  J e n ő egészségügyi minisz­
ter mára összehívta a szervátülte­
tésben részt vevő intézmények
képviselőit, akikkel R e b e k a esetéről
tart megbeszélést. Közben egy szív-
átültetésre váró tizenegy éves kisfiú
szülei azt kezdeményezik, hogy
gyermeküknek külföldön is keres­
senek donort. A beteg állapota
ugyanis az elmúlt hetekben jelen­
tősen romlott, és szerintük kicsi az
esélye, hogy itthon találnak neki
megfelelő szivet.
R észletek a 17. oldalon",2006-01-17
133,"Beindult a kamatszivattyú
Egyre több pénzt em észt fel a magyar állam adósság finanszírozása
Tavaly szeptember óta lényegesen drágábbá vált a magyar ál­
lamadósság finanszírozása -  derül ki az Államadósság Kezelő
Központ adataiból, amelyek szerint a romlás valamennyi állam­
papírt érintett. Ha az államadósság finanszírozási helyzete az
idén sem javul, akkor mintegy 40 milliárd forintnyi pluszki­
adással kell szembenéznie a büdzsének.
J elentősen megdrágult tavaly
szeptember óta a magyar ál­
lamadósság finanszírozása, mi­
közben a kelet-közép-európai új
uniós tagállamok közül a külföldi
befektetők továbbra is a magyar
államadósságot ítélik a legkocká­
zatosabbnak - derül ki az Állam-
adósság Kezelő Központ (ÁKK)
Rt. értékesítési adataiból. Az ÁKK
adatbázisából kiderül, a térsé­
günkhöz tartozó versenytársaink
adósságait lényegesen alacso­
nyabb áron hajlandók finanszí­
rozni a külföldi befektetők.
Az adatok szerint a romlás va­
lamennyi 
lejáratú állampapírt
érintette: a rövid lejáratú irányadó
hozam átlagosan fél százalékkal, a
hosszú lejáratú hozam pedig egy
százalékkal emelkedett az elmúlt
négy és fél hónapban. A magyar
adósság finanszírozásának drágu­
lása szakértői számítások szerint
eddig mintegy húszmilliárd forin­
tos pluszköltséget okozott az ál-
lamkasszának, ám ha.a kedvezőt­
len folyamat idén sem javul, akkor
éves_szinten mintegy 40 milliárd
forintos kiadásemelkedéssel kell
számolni.
[D rágább...]  Folytatása 13. oldalon >",2006-01-17
134,"Újabb dosszié nyílik meg Gyurcsányról
 M u n k a t á r s u n k t ó l ________________
V alódi krimibe illő történetet
tarthatnak kezükben olvasó­
ink az elkövetkező négy napban. A
klasszikus bűnügyi históriától elté­
rően azonban ezek az események
nem a képzelet szülöttei, hanem
nagyon is valóságosak. A cselek­
mény főszereplője G y u r c s á n y  F e ­
r e n c szocialista nagytőkés, jelenlegi
miniszterelnök. Annyit megelőle­
gezhetünk, hogy a történetben a
kormányfő nem a detektívet alakít­
ja, annak eldöntését pedig, hogy ki
az áldozat, olvasóinkra bízzuk.
A Magyar Nemzet olyan nyilvá­
nos, hivatalos dokumentumokhoz
jutott hozzá, amelyek megdöbben­
tő titkokról lebbentik fel a fátylat
Gyurcsány Ferenc üzleti karrierjé­
nek kezdeti, azt megalapozó idő­
szakából. Minderről Gyurcsány-
dosszié címmel cikksorozatban
számolunk be a következő napok­
ban. Ezen tények ismeretében az
olvasó betekintést nyerhet a mi­
niszterelnök tőkefelhalmozásának
vadkapitalista módszereket alkal­
mazó, sötét korszakába. Lapunk
számos Gyurcsány-ügyletet derí­
tett fel, amelyekben azóta már bün­
tetőfeljelentések születtek. Ez az
ügy is megerősíti, hogy a bűncse­
lekménygyanús tevékenység nem
kivételes eseménynek számított a
miniszterelnök vagyonfelhalmozá-
sa során.",2006-01-17
135,"Járulékcsökkentést ígér Orbán
Ha a Fidesz nyeri a választást, harm inc százalékkal kevesebb tb-járulékot fizetünk
Ha a Fidesz alakít kormányt a
tavaszi választások után, ak­
kor egyetlen radikális lépéssel
csökkenti a társadalombizto­
sítási járulékot -  ezt Orbán
Viktor Fidesz-elnök jelentette
be országértékelő beszélgetés­
sorozatának dombóvári állo­
másán.
"" S  T á b o r i G a b r ie l l a ___________________
K i kell mondani, hogy a kor­
mányzás nem üzlet, hanem
bizalom, emberség kérdése - han­
goztatta O r b á n  V i k t o r évértékelő
beszélgetéssorozatának dombó­
vári állomásán tegnap, ahol a kon­
zultáció középpontjában a mun­
ka, illetve a munkanélküliség ha­
zai helyzete állt. Bejelentette, ha
pártja kapja meg tavasszal a vá­
lasztóktól a bizalmat, az új kor­
mány július 1-jétől, az új költség-
vetés megalkotásakor - mivel a
mostani büdzsé már úgyis össze­
omlott - egyetlen radikális lépés­
sel 29 százalékról 19 százalékra,
azaz 30 százalékkal csökkenti a
társadalombiztosítási járulékot. A
Orbán Viktor volt kormányfő nem küldené a fiatalokat külföldre dolgozni
FOTÓ: MÁTÉPÉTER
Fidesz ettől az intézkedéstől azt
várja, hogy még idén több tízezer
új munkahely létesül. Orbán an­
nak kapcsán beszélt erről, hogy je­
lenleg 400 ezer a nyilvántartott
tartós állástalanok száma, és csak­
nem 300 ezren vannak olyanok,
akik csak időnként jutnak munká­
hoz. Ha ez a kétmegyényi ember,
aki egyébként dolgozni szeretne,
munkához jutna, a magyar gazda­
ság minden baja szinte egy csa­
pásra megoldódna. Márpedig -
indokolta Orbán a tb-járulék
csökkentését célzó tervüket -
most a magas adó- és járulékter­
hek jelentik a gátját annak, hogy
a kis- és középvállalkozások a je­
lenleginél több munkaerőt alkal­
mazzanak.
[J á r u l é k . . . ]  Folytatás a 3. oldalon >
",2006-01-17
136,"Nyugdíjasokat hálózna be az MSZP-s jelölt
B o r s o d i A t t il a ---------------------------------
M á r k u s  I m r e , a Miniszterelnö­
ki Hivatal (MeH) közleke­
déspolitikai tanácsadója, a kör­
mendi választókerület MSZP-s
képviselőjelöltje, a Vasutasok Szak-
szervezetének volt elnöke szakértő­
ként két levéllel fordult körzetének
polgármestereihez. A politikus
egyik levelében arra kérte az érin­
tett polgármesteredet, hogy tájé­
koztassák a településükön élőket a
Magyar Nemzeti Üdülési Alapít­
vány által biztosított lehetőségek­
ről, míg egy másik küldeményében
azzal fordult a körzet településeinek
vezetőihez, hogy a mellékelt levelet
juttassák el a nyugdíjasokhoz. A le­
vél a méltányossági nyugdíj igény-
bevételének lehetőségeiről szóló in­
formációkat tartalmazott.
[ N y u g d íj a s o k a t . . . ] 
Folytatás a 2. oldalon >",2006-01-17
137,"Szavazólapok az Állami Nyomdától
Pilhál Tamás
E r d ő s  Á k o s n a k , a miniszterel­
nök volt üzletfelének az érde­
keltségébe tartozó Állami Nyomda
lett a befutója a választási szavazó­
lapok gyártására és szállítására ki­
írt tendernek. Az eredmény nem
meglepő: az ajánlati felhívásban
ezúttal olyan szigorú feltételeket
támasztottak, amelyeknek csak az
Állami Nyomda felelhetett meg.
A Belügyminisztérium ajánlati
felhívása szerint a magántulajdon­
ban 
levő Állami Nyomdának
ugyanis 8,5 millió szavazólapot kell
leszállítania külön-külön az egyes
választásokra. Míg azonban az or­
szággyűlési voksolásra tízezer, ad­
dig a helyi és kisebbségi önkor­
mányzati voksolásokra tizenkét­
ezer szavazókörbe kell szállítani.
[ S z a v a z ó l a p o k . . . ] 
Folytatás a 2. oldalon >",2006-01-17
